file;totalLines_svn;addedLines_svn;removedLines_svn;percentageOfChange_svn;accuracy_svn;measure_svn;recall_svn;precision_svn;effort_svn;totalLines_git;addedLines_git;removedLines_git;percentageOfChange_git;accuracy_git;measure_git;recall_git;precision_git;effort_git
scrapy/core/engine.py;441;6;15;0.047619047619047616;0.9545454545454546;0.9764309764309764;0.9863945578231292;0.9666666666666667;21;441;6;15;0.047619047619047616;0.9545454545454546;0.9764309764309764;0.9863945578231292;0.9666666666666667;21
scrapy/core/signals.py;33;0;39;1.1818181818181819;0.4583333333333333;0.6285714285714286;1.0;0.4583333333333333;39;33;0;39;1.1818181818181819;0.4583333333333333;0.6285714285714286;1.0;0.4583333333333333;39
scrapy/command/commands/genspider.py;110;2;0;0.01818181818181818;0.9821428571428571;0.9908256880733944;0.9818181818181818;1.0;2;110;2;0;0.01818181818181818;0.9821428571428571;0.9908256880733944;0.9818181818181818;1.0;2
scrapy/__init__.py;27;4;3;0.25925925925925924;0.7941176470588235;0.8679245283018868;0.8518518518518519;0.8846153846153846;7;27;2;2;0.14814814814814814;0.8709677419354839;0.9259259259259259;0.9259259259259259;0.9259259259259259;4
scrapy/core/engine.py;328;4;0;0.012195121951219513;0.9879518072289156;0.9938650306748467;0.9878048780487805;1.0;4;328;3;0;0.009146341463414634;0.9909365558912386;0.995405819295559;0.9908536585365854;1.0;3
scrapy/utils/response.py;109;50;16;0.6055045871559633;0.6228571428571429;0.6413043478260869;0.5412844036697247;0.7866666666666666;66;109;10;10;0.1834862385321101;0.8449612403100775;0.908256880733945;0.908256880733945;0.908256880733945;20
docs/topics/signals.rst;219;23;33;0.2557077625570776;0.7963636363636364;0.875;0.8949771689497716;0.8558951965065502;56;219;1;5;0.0273972602739726;0.9733333333333334;0.9864253393665159;0.9954337899543378;0.9775784753363229;6
docs/topics/downloader-middleware.rst;425;73;12;0.2;0.8333333333333334;0.8922686945500634;0.8282352941176471;0.967032967032967;85;425;96;12;0.2541176470588235;0.797373358348968;0.8590078328981724;0.7741176470588236;0.9648093841642229;108
docs/intro/tutorial.rst;481;8;8;0.033264033264033266;0.9678068410462777;0.9833679833679834;0.9833679833679834;0.9833679833679834;16;481;2;2;0.008316008316008316;0.9917525773195877;0.9958419958419958;0.9958419958419958;0.9958419958419958;4
scrapy/__init__.py;26;2;2;0.15384615384615385;0.8666666666666667;0.9230769230769231;0.9230769230769231;0.9230769230769231;4;26;2;2;0.15384615384615385;0.8666666666666667;0.9230769230769231;0.9230769230769231;0.9230769230769231;4
docs/topics/item-pipeline.rst;222;4;4;0.036036036036036036;0.9652173913043478;0.9819819819819819;0.9819819819819819;0.9819819819819819;8;222;3;3;0.02702702702702703;0.9736842105263158;0.9864864864864865;0.9864864864864865;0.9864864864864865;6
docs/topics/extensions.rst;365;11;73;0.23013698630136986;0.8129175946547884;0.8939393939393939;0.9698630136986301;0.8290398126463701;84;365;17;17;0.09315068493150686;0.9147869674185464;0.9534246575342465;0.9534246575342465;0.9534246575342465;34
